query_id,mode,query,expected_answer,model_answer,correct_substring,llm_score
98,score,How many Cabinet nominees were confirmed?,All but one,"Based on the provided documents, two individuals have been confirmed as Cabinet secretaries so far: Heather Wilson was confirmed for Secretary of the Air Force, and Neil Chatterjee along with Robert Powelson were nominated to FERC by President Donald Trump. However, there's no confirmation mentioned about their nominations in these documents.",0,0.0
99,score,What was Kelly's border wall timeline?,2-3 years estimate,"Based on the information from Doc ID: 0174 titled ""Amid opposition, Trump makes low budget request for Mexico border wall"", President Donald Trump requested $1.6 billion to begin building a wall along the U.S.-Mexico border. The document does not provide specific timeline details about when construction would start or end; however, it indicates that this request was part of his initial efforts in office after his inauguration.",0,0.0
100,score,How did Netanyahu respond to intelligence leak?,Called it troubling,"Based on the available documents, there is no direct information regarding how Israeli Prime Minister Benjamin Netanyahu responded to the intelligence leak concerning President Trump's sharing of classified information with Russia. However, it can be inferred that he may have been concerned about the situation given his role as the leader of Israel and his relationship with President Trump.",0,0.75
101,score,What did Polish president say about NATO?,Supports Article 5,"According to Doc ID: 0579, ""Rise From Your Knees! Poland's Prime Minister Tells EU No More Migrants For Poland"", Polish Prime Minister Beata Szydlo made it clear that Poland would not be pressured into accepting thousands of refugees under the EU quota system. She strongly asserted this stance against the European Union.",0,0.1
102,score,How many times did Trump play golf?,More than 20 times,"Based on the available documents, there are no specific details regarding the number of times President Trump played golf during his tenure or trips abroad. The information is not present in any of these documents. For this query, further research would be required to find a more accurate answer.",0,0.0
103,score,What was Pruitt's climate change stance?,Questions human impact,"Based on Document ID: 0430, Former U.S. President Barack Obama expressed his confidence that the United States would keep moving in ""the right direction"" regarding climate change. However, this document doesn't provide specific information about Scott Pruitt's stance on climate change.",0,0.4
104,score,How did Japan react to trade deficit talks?,Seeks bilateral deal,"The provided documents do not contain information on how Japan reacted to trade deficit talks. The documents discuss U.S. President Donald Trump's meetings with Vietnamese Prime Minister Nguyen Xuan Phuc, plans to renegotiate NAFTA by the Mexican administration, and efforts to reverse a dangerous trajectory of U.S. trade. However, there is no mention or information regarding Japan's reaction to trade deficit talks in these documents.",0,0.0
105,score,What did Carter Page testify?,Denied collusion,"Based on the given documents, it is clear that Carter Page, a former foreign policy adviser to Donald Trump's presidential campaign, was set to testify before a House committee investigating alleged efforts by Russia to interfere in U.S. affairs. The specific details of what he testified about are not provided within the documents presented.",0,0.0
106,score,How many judges did Trump nominate?,Over 100 nominees,"The provided documents do not contain information about how many judges President Trump nominated. The available information is related to U.S. appeals court judges reviewing Trump's travel ban, but it does not specify the number of nominations made by President Trump for any judge position.",0,0.3
107,score,What was DeVos education budget cut?,$9 billion proposed cut,"The document titled ""CLASS ACT: Watch Betsy DeVos Respond While Students At Black College Yell, Heckle, Turn Backs On Her During Commencement Speech [VIDEO]"" does not provide specific information about budget cuts under the education reform of Betsy DeVos. Therefore, based on the provided documents, there is no clear answer regarding a specific dollar amount for DeVos's education budget cut.",0,0.4
108,score,How did Philippines respond to aid rejection?,Ended joint exercises,"Based on the given document (Doc ID: 0540), U.S. President Donald Trump was urged by the United Nations to convey their deep concern over Philippine President Rodrigo Duterte's apparent disregard for his duty to prosecute human rights violations. However, there is no direct information in these documents about how Philippines responded to aid rejection.",0,0.5
109,score,What did WikiLeaks say about CIA tools?,Denied authenticity,"Based on the given documents, there is no specific information related to what Wikileaks said about CIA tools. The documents discuss various topics including allegations against high-profile individuals like Brian Williams, Seth Rich's case, Washington Post article being labeled as 'fake news', and other unrelated matters. Therefore, it isn't possible to find an answer related to WikiLeaks and CIA tools in these provided documents.",0,0.0
110,score,How many protesters were at Women's March?,Over 3 million,"Based on the provided documents, there is no specific information about the number of protesters that participated in the Women's March. The documents only describe individual incidents related to political activism but do not offer details regarding the Women's March itself. Therefore, an accurate response cannot be given based solee on these documents.",0,0.1
111,score,What was Gorsuch confirmation vote?,54-45 vote,"The provided documents do not contain information about the confirmation vote for Justice Gorsuch. The documents discuss Jay Clayton's confirmation as SEC chairman, Heather Wilson as Air Force secretary, and some other topics but nothing about a Gorsuch confirmation vote. Please provide relevant document IDs or search again with an appropriate query to get the desired information.",0,0.0
112,score,How did Turkey respond to visa suspension?,Suspended US visas,"Turkey responded to the situation involving U.S. visas by summoning the U.S ambassador in Ankara. This action was taken to protest the treatment of Turkish security officials in the United States during a visit by President Tayyip Erdogan, as reported in Doc ID: 0202.",0,0.65
113,score,What did Schumer say about Supreme Court?,Opposed nuclear option,The given documents do not contain any information regarding what Schumer said about the Supreme Court.,0,0.5
114,score,How many agencies would merger plan affect?,19 agencies,"Based on the given documents, it is not clear how many agencies will be affected by the proposed restructuring in President Trump's fiscal 2018 budget proposal as they only mention two Wall Street financial regulators facing potential cuts or major structural changes. Additional information would be needed to determine the total number of agencies impacted.",0,0.5
115,score,What was Sessions marijuana policy?,Stricter enforcement,"The provided documents do not contain specific details about Sessions's marijuana policy. However, one of the documents mentions Washington Governor Jay Inslee signing a bill to create an organic marijuana market in the state (Doc ID: 0309). If more information is available on Session's stance or actions regarding marijuana policy, it could be included in further research.",0,0.0
116,score,How did India react to H1B changes?,Expressed concern,"The provided documents do not contain any information about how India reacted to H1B visa changes. The documents discuss various topics related to U.S immigration policies under the Trump administration, but they don't specifically mention reactions from other countries such as India. To answer this query accurately, more specific and relevant document references would be needed.",0,0.0
117,score,What did Conway say about microwave surveillance?,No evidence found,"Based on the provided documents, there is no information available regarding what Conway said about microwave surveillance. The documents mainly discuss topics related to Kushner's back-channel reports with Russia, tech firms pressing Congress for internet surveillance reforms, Carlson confronting a political activist, and Hillary wearing ""anti-seizure"" sunglasses at a Memorial Day Parade.",0,0.4
118,score,How many bills did Trump sign?,28 bills,"According to the given documents, President Donald Trump signed at least one spending bill mentioned in these excerpts (Doc ID: 0456). However, the specific number of bills that Trump has signed is not stated within these particular document snippets. To provide a more precise answer regarding the total count, we would need additional information or documents beyond what was provided here.",0,0.25
119,score,What was Mnuchin's debt ceiling position?,Must be raised,"Mnuchin, U.S. Treasury Secretary, expressed his confidence that Congress would raise the federal debt limit before it becomes an issue with U.S. creditworthiness (Doc ID: 0014).",0,0.9
120,score,How did South Africa respond to tweet?,Demanded explanation,"Based on the given documents, there is no information available about how South Africa responded to a specific tweet. The documents primarily discuss incidents involving school yearbook quotes, reports of migrants with ISIS stuff in Britain, statements posted by President Trump on Twitter, and personal experiences related to Antifa activities. However, none of these documents provide details on any response from South Africa to a particular tweet.",0,0.0
121,score,What did Price say about healthcare access?,Access will improve,"Based on the given document titled ""Top House conservative says U.S. healthcare bill likely to pass on Thursday,"" which is Doc ID: 0478, it states that Republicans were confident their healthcare overhaul would win passage in a vote later on. However, this document does not specifically mention what Price said about healthcare access.",0,0.0
122,score,How many troops for Afghanistan surge?,"Additional 4,000 troops","The provided documents do not contain specific information regarding the number of troops involved in an Afghanistan surge. However, they mention President Trump's counterterrorism strategy which urges U.S. allies to shoulder more burden in combating Islamist militants in their respective regions. For detailed information on troop numbers for any military operations involving Afghanistan during the period under review, other sources may be consulted.",0,0.65
123,score,What was Carson's housing policy?,Reduce federal role,"Based on the documents retrieved, there is no specific information regarding a person named Carson or his housing policies. The documents discuss topics like refugees in Germany being placed into vacant apartments, minority Trump supporters facing opposition at town halls, and debates over illegal immigration's fiscal impact. However, none of these directly pertain to any individual named Carson or their specific housing policy.",0,0.1
124,score,How did Brazil react to steel tariffs?,Filed WTO complaint,The provided documents do not contain information about how Brazil reacted to steel tariffs.,0,0.5
125,score,What did Giuliani say about travel ban?,Not a Muslim ban,"None of the documents provided information specifically about what Giuliani said regarding the Trump Travel Ban. Therefore, it's not possible to generate an accurate response based on the given documents. Further research may be required to find relevant information.",0,0.5
126,score,How many sanctuary cities were targeted?,Nine cities,"Based on the information available, it is difficult to ascertain exactly how many ""sanctuary cities"" are being specifically targeted. However, we know from Doc ID: 0439 that Texas Governor Greg Abbott signed a law to punish what he referred to as ""sanctuary cities."" The measure applies to all jurisdictions within the state of Texas, but it is not clear if this includes every city and county or only specific ones. Without additional information from the documents provided, we can't determine an exact number.",0,0.3
127,score,What was Zinke's national monuments review?,27 monuments reviewed,"The document ID: 096 discusses the Trump administration’s call for an opening of U.S. national monuments to economic development, which drew significant public commentary with many expressing hope that certain sites would be protected from such openings. However, this particular document does not give specific details about Zinke's review on national monuments.

The document ID: 0760 refers to the potential clashes in New Orleans against protesters coming to demonstrate against the removal of Confederate monuments. This situation doesn't provide specific information about Zinke's national monument review either.

In conclusion, based solely on these documents provided for this query, there is not enough detailed information available regarding what exactly was encompassed in Zinke's national monuments review.",0,0.3
128,score,How did Egypt respond to aid cut?,Expressed disappointment,"Based on the document titled ""Egypt defends NGO law U.S. senators call a draconian rights crackdown,"" which was retrieved with Doc ID: 0033, Egypt responded to aid cut by defending their new law on non-governmental organizations (NGOs). This move came after three U.S. Republican senators criticized the law as ""draconian"" and indicative of a growing crackdown on rights in Egypt.",0,0.0
129,score,What did Rogers say about collusion evidence?,No direct evidence,"Based on the available documents, there isn't any direct information regarding what 'Rogers' said about collusion evidence between Trump and Russia. However, one document mentions President Trump asking two senior intelligence officials to deny such a collusion theory publicly. To provide a more accurate answer, additional context or sources may be required.",0,0.0
130,score,How many embassies remained without ambassadors?,Dozens vacant,"Based on the provided documents, it is not possible to determine how many embassies remain without U.S. Ambassadors as no specific information related to this query can be found in the given content of these documents. The documents do mention certain diplomatic events and personnel changes but they don't provide any data regarding the status of all U.S. embassies worldwide.",0,0.3
131,score,What was Haley's North Korea statement?,All options on table,"Based on the information available in the documents, there isn't any specific statement made by Haley about North Korea mentioned here. However, if you have more detailed documents or context related to Haley's statements about North Korea, I would be able to provide a precise answer.",0,0.0
132,score,How did Denmark react to Greenland comment?,Called sale idea absurd,"The provided documents do not contain information regarding Denmark's reaction to any comments about Greenland. To gain insight into this matter, further research or additional sources would be needed.",0,0.0
133,score,What did Burr say about investigation scope?,Following evidence,"Based on the document with Doc ID: 0373, titled ""U.S. House Russian probe leaders promise to protect FBI investigation,"" it's mentioned that the leaders of the House of Representatives intelligence committee are conducting an investigation into U.S. allegations about Russia's interference in the 2016 presidential election. However, there is no direct statement from Burr regarding the scope of the investigation in the provided documents.",0,0.5
134,score,How many regulations were repealed?,67 regulations,"The provided documents do not mention a specific number of regulations being repealed. However, it can be inferred from Document ID: 0298 that there is an ongoing effort to make changes to various areas such as environment, education, and banks, which suggests regulatory overhaul. But the exact count or details are not provided in these documents.",0,0.5
135,score,What was Ross's trade deficit solution?,Increase exports,"Based on the documents, there is no specific information about Ross's solution to addressing the trade deficit. However, it is mentioned that President Trump sought more U.S.-Israeli trade with a narrower U.S. deficit during his visit to Israel.",0,0.4
136,score,How did Ireland respond to tax plan?,Opposed tax changes,"The documents do not contain information about how Ireland responded to the U.S. tax plan. The content focuses primarily on debates within the United States regarding border adjustment tax, alternate scoring models of Trump's tax plan, and perspectives from CEOs of major American companies.",0,0.5
137,score,What did Stone say about WikiLeaks?,Denied advance knowledge,"Based on the provided documents, there is no specific information available regarding what Stone said about WikiLeaks. The content of the retrieved documents does not mention any statement from Stone in relation to WikiLeaks. Thus, I cannot provide a conclusive answer based on these documents.",0,0.0
138,score,How many leaks were investigated?,27 investigations,"The documents do not specify how many leaks were investigated in total; however, there is mention of multiple leaks pertaining to President Trump's foreign trip (Doc ID: 0228), potential solutions for stopping White House leaks including jail sentences (Doc ID: 0567 and Doc ID: 0576), and the Seth Rich case involving over 44,000 DNC emails (Doc ID: 0675).",0,0.2
139,score,What was Chao's infrastructure plan?,Public-private partnership,"Chao, as part of Trump administration's budget proposal, aimed to boost economic growth by fostering capital investment and creating jobs for workers who had given up their job hunts during tough times. The plan included an infrastructure spending of $200 billion over ten years. This funding was intended to stimulate private sector involvement in infrastructure projects, thereby reducing the federal government's financial burden in this area.",0,1.0
140,score,How did Argentina react to biodiesel tariffs?,WTO challenge,"The provided documents do not contain information regarding how Argentina reacted to biodiesel tariffs. They discuss various topics such as an investigation into Carl Icahn's activities in the U.S. biofuels market, plans of the new U.S. Trade Representative Robert Lighthizer, opposition in Congress to a Trump administration plan to sell off half the U.S. emergency crude oil stockpile, and Mexico's reaction to NAFTA renegotiations. To obtain information on Argentina's response to biodiesel tariffs, additional sources or documents would be required.",0,0.0
141,score,What did Clapper say about FISA?,No illegal surveillance,"Based on the given documents, there isn't any specific information available regarding what James Clapper said about FISA (Foreign Intelligence Surveillance Act). The documents discuss other topics such as Clapper's credibility, his views on institutions being under assault and Comey's uneasiness with a dinner with President Trump. If you require further details related to these specific incidents or the viewpoints of James Clapper, additional documentation would be necessary.",0,0.0
142,score,How many executive branch positions unfilled?,Over 500 positions,"Based on the available documents, it is not explicitly mentioned how many executive branch positions are currently unfilled in the Trump administration. The only specific mention related to this topic comes from Doc ID: 0374 stating that President Donald Trump is weeks away from naming anyone to the board of the Federal Reserve, but no further details on other vacant positions are provided.",0,0.5
143,score,What was Mulvaney's budget philosophy?,Taxpayer focused,"Mulvaney's budget philosophy, as inferred from the documents, appears to be focused on reducing spending by cutting where necessary. He is willing to face criticism from Congress for any cuts made. It seems he also accuses Democrats of trying to make President Trump look bad in budget negotiations and believes that if they do not act better, a government shutdown could occur.",0,0.75
144,score,How did Kenya react to aid reduction?,Questioned cuts,"According to the given document, there is no direct mention of Kenya's reaction to an aid reduction from the U.S. However, it can be noted that if such reductions were implemented, they would likely have significant implications for countries receiving aid from the United States due to its role as a major global donor in various sectors including health and development programs.",0,0.3
145,score,What did McGahn say about Flynn warning?,Informed of concerns,"Based on the given documents, it is not possible to determine what McGahn specifically said about Flynn's warning as there are no specific references or details in the retrieved documents related to this query. However, we know that former Acting U.S. Attorney General Sally Yates warned the White House in January 2017 that then-National Security Advisor Michael Flynn had been compromised and may have lied about his contacts with Russian officials.",0,0.0
146,score,How many voter fraud cases reported?,No widespread fraud,"The specific number of voter fraud cases is not explicitly mentioned in the documents provided. However, there are references to multiple instances and implications of widespread issues:
1. The document titled ""BOMBSHELL CASE"" mentions a significant case involving illegal alien voting, suggesting systemic problems. 
2. President Trump has created a commission to investigate voter fraud and suppression, indicating there are concerns about its occurrence. 
3. There is also mention of more than 2000 illegal aliens in Texas being deported for committing sex crimes, which could indirectly relate to potential voter fraud if they were able to vote illegally prior to their deportation.

Therefore, while we don't have an exact number from the documents provided, it can be inferred that there are multiple reported cases of voter fraud. However, for a more precise figure or count, further information would be needed.",0,0.85
147,score,What was Perry's grid reliability study?,Baseload power focus,"Based on the given documents, there is no specific information available about Perry's grid reliability study. The documents retrieved are related to topics such as traffic fines tied to income, ISIS slaughtering Christians, government cyber defenses, illegal immigration impacts and industry recommendations for Trump's administration.",0,0.25
148,score,How did Sweden react to comment?,Requested clarification,"Based on Document ID 0657, a Swedish blogger expressed concern about violence, porous borders, and poor healthcare in Sweden as reasons for emigrating to the U.S. The document suggests that these issues are indicative of broader problems within Swedish society and warns against allowing similar changes in American policy under President Obama and the Democrat party.",0,0.4
149,score,What did Rosenstein say about memo?,Stands by memo,"Rosenstein stated that he stands by the memo he wrote asserting it as his belief. He also mentioned in closed-door meetings with lawmakers that he wrote the memo after President Trump had informed him about wanting to dismiss Comey a day before the actual firing on May 9th. Rosenstein expressed personal fondness for Comey, but chose to support the reasons outlined by the White House in their justification of Comey's dismissal.",0,0.8
150,score,How many climate scientists resigned?,Several resignations,"Based on the provided documents, there is no specific information about any climate scientist resigning due to President Trump's decision to withdraw from the Paris Agreement or his misunderstanding of MIT climate research. It can be inferred that many world leaders and Democratic members expressed concerns over the U.S. pullout. However, this does not necessarily mean there were resignations among climate scientists. More information would be needed for an accurate response to your query about the number of climate scientist resignations.",0,0.0
151,score,What was Carson's poverty perspective?,Mindset over money,"The provided documents do not offer any specific information about Carson's poverty perspective, so it is impossible to give an accurate response based on these sources alone. However, from general knowledge outside of these documents, Ben Carson, a U.S. Secretary under President Trump, has often emphasized the importance of personal responsibility and self-reliance as means for overcoming poverty.",0,0.0
152,score,How did Nicaragua respond to climate deal?,Wanted stronger deal,"The given documents do not contain information about how Nicaragua responded to the Paris Climate Deal. To find this, you may need to search for other sources.",0,0.5
153,score,What did Wray say about independence?,FBI independence vital,"Based on the documents provided, there is no information regarding what Wray said about independence as none of the documents discuss this topic or mention Wray in any context related to it. The topics discussed are largely unrelated: Miss USA's stance on healthcare, a city removing a park bench with a religious quote due to atheist pressure, freedom of speech being violated during a Cuban parade, Secretary of Defense James Mattis' concerns, and the confiscation of yearbooks over a Trump quote.
",0,0.0
154,score,How many security clearances reviewed?,Hundreds reviewed,"The provided documents do not contain information about how many security clearances were reviewed, so I'm unable to answer that query based on this specific set of documents.",0,0.5
155,score,What was Tillerson's diplomatic hiring freeze?,13% staff reduction,"Based on the provided documents, there is no information available about Tillerson's diplomatic hiring freeze. The documents do not mention any details regarding this topic.",0,0.0
156,score,How did Yemen react to raid?,Demanded investigation,"The provided documents do not contain specific information about Yemen's reaction to the raid. However, it is mentioned that there was an authorization for the U.S. State Department to notify Congress of a precision-guided munitions sale to Saudi Arabia, which could indirectly imply some sort of military action or involvement in the region where Yemen might be affected. Further information would be needed to provide a concrete answer about Yemen's reaction to the raid.",0,0.1
157,score,What did Mueller request from White House?,Staff interviews,"The given documents do not specify any particular requests made by Robert Mueller to the White House. They only mention that Mueller was appointed as special counsel to investigate alleged Russia ties in connection with President Trump's campaign, leading to a series of actions and responses from both sides.",0,0.25
158,score,How many DACA recipients affected?,"800,000 recipients","Based on the given documents, there is no specific information available about how many Deferred Action for Childhood Arrivals (DACA) recipients are affected. The documents cover topics such as illegal immigration impacts, civil liberties group lawsuits related to immigration detention, sex crimes committed by illegal aliens in Texas, the decline of U.S visas issued to citizens of certain countries due to travel bans, and an increase in visas for Afghans who assisted American forces during the war. However, none directly address the status or number of DACA recipients affected.",0,0.5
159,score,What was Pruitt's clean power plan action?,Repeal proposed,"The provided documents do not contain specific information regarding Scott Pruitt's actions concerning the Clean Power Plan. However, they mention that he led President Donald Trump’s transition team for the U.S. Environmental Protection Agency and later recused himself from several court cases against the agency when he was Oklahoma attorney general.",0,0.3
160,score,How did Thailand respond to visa changes?,Visa process changes,"Thailand's response to the situation involving King Maha Vajiralongkorn's embarrassing video was to threaten legal action against Facebook, as mentioned in Doc ID: 0681 titled ""THAILAND THREATENS TO PROSECUTE FACEBOOK Over Embarrassing Video Showing King Walking Through Mall In Yellow Crop Top, Covered In Tattoos [VIDEO]."" However, the documents provided do not detail any specific visa changes or Thailand's response to them.",0,0.0
161,score,What did Gorka say about terrorism?,Focus on radical Islam,"Based on the given documents, there is no specific information available regarding what Gorka said about terrorism as his name does not appear in any of the retrieved document titles or content snippets. Please refer to the relevant documents for more context or details.",0,0.0
162,score,How many press briefings were televised?,Reduced frequency,"Based on the provided documents, there are at least three instances where press briefings or interviews with key officials were held and potentially televised: one by H.R. McMaster addressing the Washington Post article being fake news; a citizen journalist confronting mainstream media in the White House Press Room; and an interview between President Trump and Judge Jeanine Pirro. However, it is not explicitly stated in any document how many press briefings were televised overall.",0,0.75
163,score,What was Devos Title IX position?,Review Obama policy,"The given documents do not contain information about Betsy DeVos's Title IX position. To find details regarding this, further research would be needed using other sources.",0,0.5
164,score,How did Panama react to trump hotel?,Ethics concerns,"Based on the given documents, there is no specific information available about how Panama reacted to Trump Hotel. The documents focus primarily on President Trump's activities during his first foreign trip, including visits to Saudi Arabia and Belgium, as well as his presence at the G7 summit in an ancient Greek theatre. However, they do not mention any reaction from Panama or Panamanian authorities regarding the opening of a Trump Hotel in their country.",0,0.4
165,score,What did McCabe say about loyalty?,No loyalty pledge,The given documents do not contain information about what McCabe said regarding loyalty.,0,0.0
166,score,How many social media accounts monitored?,Thousands monitored,"The documents do not specify how many social media accounts were monitored in relation to these events or actions taken by Congress, Facebook, Twitter, Google, Thailand's authorities, or the State Department. Therefore, an exact number cannot be determined from the available information.",0,0.0
167,score,What was Pompeo's Iran deal stance?,Verify and enforce,"Based on the given documents, there is no information available about Pompeo's stance on the Iran deal. The documents focus on Trump's decisions regarding climate change and Iran's missile development, as well as a review of Iran's aircraft licenses in relation to Boeing Co and Airbus sales.",0,0.5
168,score,How did Vietnam respond to trade deficit?,Trade deficit focus,"Based on the given documents, there is no specific information about how Vietnam responded to the trade deficit. However, we can see that during U.S. President Donald Trump's visit, business deals worth 'billions' were signed with Vietnamese Prime Minister Nguyen Xuan Phuc and these included power projects and jet engines from General Electric Co. Moreover, there was a mention of an increase in the agency’s enforcement budget that could have impact on trade deficits.",0,0.6
169,score,What did Graham say about war authority?,New AUMF needed,"Based on the given documents, there is no direct information available regarding what Graham said about war authority. The provided excerpts discuss topics such as NATO's mutual defense doctrine, credibility of James Clapper before Congress, a park bench with a religious quote in Pennsylvania, and Secretary of Defense James Mattis' response to what keeps him up at night.",0,0.0
170,score,How many climate regulations reversed?,24 regulations,"Based on the provided documents, there is no specific information given about how many climate regulations have been reversed by President Donald Trump's administration or any other entity mentioned in these excerpts. However, one document does mention a U.S. withdrawal from the Paris climate agreement, which could be seen as an example of regulatory change related to climate policy.",0,0.3
171,score,What was Cohn's tax reform outline?,20% corporate rate,"The documents do not contain specific information about ""Cohn's tax reform outline."" However, they discuss various aspects of the proposed tax reforms during that period, such as border adjustment taxes, full-scale tax reform efforts, and alternate scoring models for Trump's tax plan.",0,0.5
172,score,How did Malaysia react to TPP withdrawal?,Seeks bilateral deals,"The provided documents do not contain information specifically about Malaysia's reaction to the U.S. withdrawing from the Trans-Pacific Partnership (TPP). Therefore, based on these documents, an accurate response cannot be given regarding this matter. However, it is known that many Asian nations were pulled into China's orbit as Trump put America first after pulling out of TPP according to document 0539.",0,0.4
173,score,What did Warner say about tech companies?,Tech cooperation needed,"According to Document ID: 0076, it is not specifically mentioned what Warner said about tech companies. However, this document indicates that Facebook (FB.O), Amazon (AMZN.O) and more than two dozen other U.S. technology companies were pressing Congress for changes to internet surveillance laws. Without additional information from the documents or Warner's specific statements regarding these tech companies, a more precise answer cannot be provided based on the given document IDs.",0,0.5
174,score,How many border patrol agents hired?,500 agents,"The provided documents do not offer specific information regarding the number of Border Patrol agents that were hired. To obtain this information, further research is needed.",0,0.4
175,score,What was Pai's net neutrality plan?,Repeal Title II,"Based on the available documents, there is no information about Pai's net neutrality plan. The documents discuss topics such as revising rules for identifying threatening calls, confrontation between Tucker Carlson and an activist, potential banning of conservative websites, Mitch McConnell's stance on a border tax reform, and President Trump signing an order to upgrade government cyber defenses.",0,0.0
176,score,How did Morocco respond to travel changes?,Implementation concerns,"The given documents do not contain specific information about how Morocco responded to any travel changes. They discuss various topics, such as Trump's international trip and its potential impact on U.S. relations with Cuba, Michelle Obama's fashion choices during her overseas trip, the views of a former DHS official on ISIS attacks against Christians, and Germany replacing residents with refugees for housing. However, none of these documents provide information about Morocco's response to travel changes.",0,0.0
177,score,What did Grassley say about oversight?,Document requests,"The document with Doc ID: 0389 does not explicitly mention what Senator Chuck Grassley said about oversight. However, as the Chairman of the Senate Judiciary Committee, he has the responsibility to oversee investigations within his committee's jurisdiction and may be involved in matters concerning the FBI's probes into President Trump. To get a specific statement from Senator Grassley regarding oversight, one might need to refer to additional sources not included among the provided documents.",0,0.0
178,score,How many security threats identified?,17 major threats,"Based on the given documents, two main security threats have been identified: one is related to cyber attacks targeting critical government infrastructure (Doc ID: 0370), and the other concerns Russia's attempts to interfere in foreign elections (Doc ID: 0386).",0,0.5
179,score,What was Perdue's farm bill position?,Maintain funding,"Based on the provided documents, there is no specific information available about Secretary Sonny Perdue's stance on the farm bill. The documents discuss various topics such as President Trump's proposed agriculture spending cuts, immigration policies concerning farmers, and potential changes in energy development rules for tribal lands. However, they do not provide details about Secretary Perdue's position regarding the farm bill.",0,0.75
180,score,How did Tanzania react to ivory ban?,Support ban,"Based on the given documents, there is no information available about how Tanzania reacted to an ivory ban. The documents do not contain relevant data or details regarding this issue. Please review other sources for more comprehensive insight into Tanzania's response to such a policy.",0,0.75
181,score,What did Hatch say about healthcare?,Bipartisan approach,The given documents do not contain information regarding what Hatch said about healthcare. Please check other sources for this specific detail.,0,0.0
182,score,How many hate crimes reported?,"1,094 incidents","The provided documents do not contain information about the number of hate crimes reported. To find that specific data, it would be necessary to consult more comprehensive crime statistics or reports from relevant authorities. The documents are primarily focused on individual incidents involving extremism and immigration-related offenses rather than overall hate crime statistics.",0,0.0
183,score,What was FDA commissioner's opioid plan?,Prescribing limits,"Based on the given documents, there is no direct information about Scott Gottlieb's specific opioid plan as the head of the FDA. However, these documents highlight his confirmation by the U.S. Senate, potential bipartisan support for a bill reauthorizing FDA user fees, and appointment of Robert Mueller to investigate possible Russian interference in an election. These contexts indicate Gottlieb's role as FDA commissioner but do not provide details about his specific opioid plan.",0,0.25
184,score,How did Honduras react to TPS decision?,Extension request,"The provided documents do not contain information regarding how Honduras reacted to the Temporary Protected Status (TPS) decision. To find this information, you may need to consult additional sources.",0,0.5
185,score,What did Collins say about healthcare vote?,Cannot support,"Based on the given documents, there is no direct statement or quote from someone named ""Collins"" regarding the healthcare vote. However, it can be inferred that U.S. Senate Majority Leader Mitch McConnell was worried about acquiring votes to pass legislation related to health care reform (Doc ID: 0142).",0,0.5
186,score,How many intelligence leaks prosecuted?,27 cases,"Based on the given documents, it's not specified how many intelligence leaks have been prosecuted or even if any have been prosecuted at all in relation to President Trump's actions. The only related content comes from Newt Gingrich's suggestion that jailing a few individuals could deter further leaks. However, this is merely an opinion and does not provide concrete data on past actions taken by the administration or any results thereof.",0,0.25
187,score,What was Labor Secretary's overtime rule?,Review threshold,"Based on the provided documents, there is no direct information about a specific ""overtime rule"" by the U.S. Labor Secretary mentioned. However, one of the topics related to labor discussed in the context of the Department of Labor (Doc ID: 0183) is the fiduciary rule which requires brokers advising retirement accounts and individual retirees to put their clients' interests first ahead of their own or a third party.",0,0.25
188,score,How did Indonesia react to trade review?,Market access,"Based on the provided documents, there is no specific information about Indonesia's reaction to the trade review. However, it can be inferred that changes in U.S. trade policy under President Trump have had significant impacts globally, as evidenced by various countries being pulled into China's orbit and the anticipation of NAFTA renegotiations by Mexico and Canada.",0,0.4
189,score,What did Feinstein say about surveillance?,Reform needed,"Based on the information from Doc ID: 0773, titled ""SENATOR FEINSTEIN Shocks CNN Anchor With 'Precise Answer' On Trump/Russia Smear Campaign,"" Feinstein responded to a query about surveillance by stating that there was no evidence of collusion between the Trump campaign and Russia. She pointed out that despite months of efforts by the left to discredit President Trump, they knew from early on that there was nothing substantial regarding the allegations against him.",0,0.75
190,score,How many climate scientists transferred?,50 scientists,"None of the given documents provides specific information about how many climate scientists transferred as a result of President Trump's travel bans or withdrawal from international climate agreements like Paris. However, one document does mention that some students, possibly including those in scientific fields, have been spooked by the travel ban and there may be fears of broader chilling effects on education and research.",0,0.3
191,score,What was Carson's lead paint policy?,Funding cuts,"The documents provided do not contain any information about Tucker Carlson's lead paint policy. They primarily discuss various political incidents involving different individuals, but no specific details regarding lead paint policies are mentioned in these excerpts.",0,0.5
192,score,How did Moldova react to aid cut?,Aid reduction,"The provided documents do not contain specific information about how Moldova reacted to an aid cut. The references are mostly related to US President Trump's proposals for budget cuts in various foreign areas, including Mexico and Central America. However, no specific mention or reaction from Moldova is included in the given documents.",0,0.1
193,score,What did Portman say about tariffs?,Targeted approach,"Unfortunately, none of the retrieved documents contain information regarding what Portman said about tariffs.",0,0.1
194,score,How many gun regulations changed?,23 changes,"Based on the information available from the documents, there is no specific mention of how many gun regulations have changed as a result of Governor Greg Abbott signing a bill at a gun range or due to any other event mentioned in these documents. The document only indicates that Texas Governor Greg Abbott signed into law a bill aimed at addressing public pension problems in Dallas and Houston, which has no direct correlation with changes in gun regulations.",0,0.0
